id,value,category,priority,timestamp,metadata
point_008407,8407,category_7,high,1756824503.013614,Generated point 8407
point_008408,8408,category_8,medium,1756824503.0136292,Generated point 8408
point_008409,8409,category_9,high,1756824503.0136557,Generated point 8409
point_008410,8410,category_10,low,1756824503.0136714,Generated point 8410
point_008411,8411,category_11,high,1756824503.013687,Generated point 8411
point_008412,8412,category_12,high,1756824503.0137022,Generated point 8412
point_008413,8413,category_13,medium,1756824503.0137174,Generated point 8413
point_008414,8414,category_14,high,1756824503.0137334,Generated point 8414
point_008415,8415,category_15,high,1756824503.0137486,Generated point 8415
point_008416,8416,category_16,high,1756824503.0137644,Generated point 8416
point_008417,8417,category_17,medium,1756824503.01378,Generated point 8417
point_008418,8418,category_18,high,1756824503.0137956,Generated point 8418
point_008419,8419,category_19,low,1756824503.013812,Generated point 8419
point_008420,8420,category_0,low,1756824503.013827,Generated point 8420
point_008421,8421,category_1,medium,1756824503.013906,Generated point 8421
point_008422,8422,category_2,high,1756824503.0139267,Generated point 8422
point_008423,8423,category_3,low,1756824503.0139427,Generated point 8423
point_008424,8424,category_4,medium,1756824503.013959,Generated point 8424
point_008425,8425,category_5,low,1756824503.0139744,Generated point 8425
point_008426,8426,category_6,high,1756824503.013989,Generated point 8426
point_008427,8427,category_7,high,1756824503.0140033,Generated point 8427
point_008428,8428,category_8,medium,1756824503.0140178,Generated point 8428
point_008429,8429,category_9,high,1756824503.014034,Generated point 8429
point_008430,8430,category_10,high,1756824503.0140498,Generated point 8430
point_008431,8431,category_11,medium,1756824503.0140648,Generated point 8431
point_008432,8432,category_12,high,1756824503.0140867,Generated point 8432
point_008433,8433,category_13,high,1756824503.014212,Generated point 8433
point_008434,8434,category_14,high,1756824503.0142326,Generated point 8434
point_008435,8435,category_15,high,1756824503.014247,Generated point 8435
point_008436,8436,category_16,high,1756824503.0142598,Generated point 8436
point_008437,8437,category_17,low,1756824503.0142844,Generated point 8437
point_008438,8438,category_18,low,1756824503.0142982,Generated point 8438
point_008439,8439,category_19,high,1756824503.0143118,Generated point 8439
point_008440,8440,category_0,high,1756824503.0143268,Generated point 8440
point_008441,8441,category_1,high,1756824503.0143402,Generated point 8441
point_008442,8442,category_2,medium,1756824503.0143535,Generated point 8442
point_008443,8443,category_3,high,1756824503.0143685,Generated point 8443
point_008444,8444,category_4,medium,1756824503.0143807,Generated point 8444
point_008445,8445,category_5,medium,1756824503.0143936,Generated point 8445
point_008446,8446,category_6,medium,1756824503.014421,Generated point 8446
point_008447,8447,category_7,high,1756824503.0144477,Generated point 8447
point_008448,8448,category_8,high,1756824503.014462,Generated point 8448
point_008449,8449,category_9,high,1756824503.0144882,Generated point 8449
point_008450,8450,category_10,high,1756824503.0145133,Generated point 8450
point_008451,8451,category_11,low,1756824503.014528,Generated point 8451
point_008452,8452,category_12,high,1756824503.0145423,Generated point 8452
point_008453,8453,category_13,medium,1756824503.0145578,Generated point 8453
point_008454,8454,category_14,high,1756824503.0145736,Generated point 8454
point_008455,8455,category_15,low,1756824503.0145884,Generated point 8455
point_008456,8456,category_16,high,1756824503.0146027,Generated point 8456
point_008457,8457,category_17,medium,1756824503.0146184,Generated point 8457
point_008458,8458,category_18,high,1756824503.0146332,Generated point 8458
point_008459,8459,category_19,high,1756824503.014649,Generated point 8459
point_008460,8460,category_0,high,1756824503.0146632,Generated point 8460
point_008461,8461,category_1,medium,1756824503.0146785,Generated point 8461
point_008462,8462,category_2,high,1756824503.0146942,Generated point 8462
point_008463,8463,category_3,high,1756824503.014708,Generated point 8463
point_008464,8464,category_4,medium,1756824503.014732,Generated point 8464
point_008465,8465,category_5,low,1756824503.014745,Generated point 8465
point_008466,8466,category_6,high,1756824503.014759,Generated point 8466
point_008467,8467,category_7,low,1756824503.0147736,Generated point 8467
point_008468,8468,category_8,low,1756824503.014789,Generated point 8468
point_008469,8469,category_9,high,1756824503.014804,Generated point 8469
point_008470,8470,category_10,medium,1756824503.0148187,Generated point 8470
point_008471,8471,category_11,low,1756824503.014833,Generated point 8471
point_008472,8472,category_12,medium,1756824503.0148685,Generated point 8472
point_008473,8473,category_13,low,1756824503.0148802,Generated point 8473
point_008474,8474,category_14,high,1756824503.0148919,Generated point 8474
point_008475,8475,category_15,low,1756824503.0149043,Generated point 8475
point_008476,8476,category_16,high,1756824503.0149162,Generated point 8476
point_008477,8477,category_17,low,1756824503.0149276,Generated point 8477
point_008478,8478,category_18,high,1756824503.0149393,Generated point 8478
point_008479,8479,category_19,low,1756824503.0149512,Generated point 8479
point_008480,8480,category_0,medium,1756824503.0149624,Generated point 8480
point_008481,8481,category_1,high,1756824503.015026,Generated point 8481
point_008482,8482,category_2,high,1756824503.0150533,Generated point 8482
point_008483,8483,category_3,high,1756824503.0150673,Generated point 8483
point_008484,8484,category_4,medium,1756824503.015106,Generated point 8484
point_008485,8485,category_5,low,1756824503.0151632,Generated point 8485
point_008486,8486,category_6,high,1756824503.0151844,Generated point 8486
point_008487,8487,category_7,high,1756824503.015198,Generated point 8487
point_008488,8488,category_8,high,1756824503.0152194,Generated point 8488
point_008489,8489,category_9,low,1756824503.0152318,Generated point 8489
point_008490,8490,category_10,low,1756824503.0152543,Generated point 8490
point_008491,8491,category_11,high,1756824503.0152674,Generated point 8491
point_008492,8492,category_12,low,1756824503.0152805,Generated point 8492
point_008493,8493,category_13,low,1756824503.0152936,Generated point 8493
point_008494,8494,category_14,medium,1756824503.0153072,Generated point 8494
point_008495,8495,category_15,low,1756824503.0153198,Generated point 8495
point_008496,8496,category_16,low,1756824503.015338,Generated point 8496
point_008497,8497,category_17,low,1756824503.0153608,Generated point 8497
point_008498,8498,category_18,medium,1756824503.0153747,Generated point 8498
point_008499,8499,category_19,medium,1756824503.0153964,Generated point 8499
point_008500,8500,category_0,high,1756824503.0154095,Generated point 8500
point_008501,8501,category_1,low,1756824503.0154216,Generated point 8501
point_008502,8502,category_2,medium,1756824503.015435,Generated point 8502
point_008503,8503,category_3,medium,1756824503.0154483,Generated point 8503
point_008504,8504,category_4,medium,1756824503.015463,Generated point 8504
point_008505,8505,category_5,low,1756824503.0154774,Generated point 8505
point_008506,8506,category_6,low,1756824503.0154915,Generated point 8506
point_008507,8507,category_7,high,1756824503.0155082,Generated point 8507
point_008508,8508,category_8,high,1756824503.015522,Generated point 8508
point_008509,8509,category_9,high,1756824503.0155365,Generated point 8509
point_008510,8510,category_10,high,1756824503.015551,Generated point 8510
point_008511,8511,category_11,medium,1756824503.015565,Generated point 8511
point_008512,8512,category_12,high,1756824503.0156941,Generated point 8512
point_008513,8513,category_13,low,1756824503.0157146,Generated point 8513
point_008514,8514,category_14,medium,1756824503.0157325,Generated point 8514
point_008515,8515,category_15,high,1756824503.0157473,Generated point 8515
point_008516,8516,category_16,low,1756824503.0157616,Generated point 8516
point_008517,8517,category_17,low,1756824503.0157762,Generated point 8517
point_008518,8518,category_18,high,1756824503.0157902,Generated point 8518
point_008519,8519,category_19,low,1756824503.0158048,Generated point 8519
point_008520,8520,category_0,low,1756824503.0158188,Generated point 8520
point_008521,8521,category_1,low,1756824503.015833,Generated point 8521
point_008522,8522,category_2,medium,1756824503.0158472,Generated point 8522
point_008523,8523,category_3,high,1756824503.0158615,Generated point 8523
point_008524,8524,category_4,high,1756824503.0158758,Generated point 8524
point_008525,8525,category_5,high,1756824503.01589,Generated point 8525
point_008526,8526,category_6,low,1756824503.015904,Generated point 8526
point_008527,8527,category_7,high,1756824503.0159178,Generated point 8527
point_008528,8528,category_8,low,1756824503.015932,Generated point 8528
point_008529,8529,category_9,low,1756824503.0159464,Generated point 8529
point_008530,8530,category_10,low,1756824503.0160153,Generated point 8530
point_008531,8531,category_11,low,1756824503.016034,Generated point 8531
point_008532,8532,category_12,medium,1756824503.0160484,Generated point 8532
point_008533,8533,category_13,medium,1756824503.0160632,Generated point 8533
point_008534,8534,category_14,medium,1756824503.016078,Generated point 8534
point_008535,8535,category_15,high,1756824503.016096,Generated point 8535
point_008536,8536,category_16,low,1756824503.0161085,Generated point 8536
point_008537,8537,category_17,medium,1756824503.016121,Generated point 8537
point_008538,8538,category_18,low,1756824503.0161326,Generated point 8538
point_008539,8539,category_19,high,1756824503.016147,Generated point 8539
point_008540,8540,category_0,low,1756824503.0161588,Generated point 8540
point_008541,8541,category_1,low,1756824503.0161722,Generated point 8541
point_008542,8542,category_2,high,1756824503.0162733,Generated point 8542
point_008543,8543,category_3,high,1756824503.0162961,Generated point 8543
point_008544,8544,category_4,medium,1756824503.016312,Generated point 8544
point_008545,8545,category_5,medium,1756824503.0163267,Generated point 8545
point_008546,8546,category_6,high,1756824503.016341,Generated point 8546
point_008547,8547,category_7,medium,1756824503.016356,Generated point 8547
point_008548,8548,category_8,medium,1756824503.01637,Generated point 8548
point_008549,8549,category_9,low,1756824503.0163844,Generated point 8549
point_008550,8550,category_10,high,1756824503.0163984,Generated point 8550
point_008551,8551,category_11,low,1756824503.0164235,Generated point 8551
point_008552,8552,category_12,medium,1756824503.0164475,Generated point 8552
point_008553,8553,category_13,high,1756824503.0164618,Generated point 8553
point_008554,8554,category_14,medium,1756824503.0164833,Generated point 8554
point_008555,8555,category_15,low,1756824503.0164974,Generated point 8555
point_008556,8556,category_16,low,1756824503.0165455,Generated point 8556
point_008557,8557,category_17,low,1756824503.0165749,Generated point 8557
point_008558,8558,category_18,low,1756824503.0165904,Generated point 8558
point_008559,8559,category_19,medium,1756824503.0166047,Generated point 8559
point_008560,8560,category_0,medium,1756824503.0166192,Generated point 8560
point_008561,8561,category_1,low,1756824503.0166337,Generated point 8561
point_008562,8562,category_2,low,1756824503.0166476,Generated point 8562
point_008563,8563,category_3,high,1756824503.0166626,Generated point 8563
point_008564,8564,category_4,low,1756824503.016677,Generated point 8564
point_008565,8565,category_5,high,1756824503.0166907,Generated point 8565
point_008566,8566,category_6,medium,1756824503.0167053,Generated point 8566
point_008567,8567,category_7,low,1756824503.0167196,Generated point 8567
point_008568,8568,category_8,high,1756824503.016734,Generated point 8568
point_008569,8569,category_9,medium,1756824503.0170097,Generated point 8569
point_008570,8570,category_10,low,1756824503.0170357,Generated point 8570
point_008571,8571,category_11,low,1756824503.0170522,Generated point 8571
point_008572,8572,category_12,low,1756824503.0170665,Generated point 8572
point_008573,8573,category_13,medium,1756824503.0170808,Generated point 8573
point_008574,8574,category_14,high,1756824503.017099,Generated point 8574
point_008575,8575,category_15,high,1756824503.0171137,Generated point 8575
point_008576,8576,category_16,high,1756824503.017128,Generated point 8576
point_008577,8577,category_17,medium,1756824503.0171423,Generated point 8577
point_008578,8578,category_18,medium,1756824503.0171566,Generated point 8578
point_008579,8579,category_19,medium,1756824503.0171711,Generated point 8579
point_008580,8580,category_0,high,1756824503.0171854,Generated point 8580
point_008581,8581,category_1,low,1756824503.0171995,Generated point 8581
point_008582,8582,category_2,low,1756824503.0172136,Generated point 8582
point_008583,8583,category_3,medium,1756824503.0172286,Generated point 8583
point_008584,8584,category_4,high,1756824503.0172427,Generated point 8584
point_008585,8585,category_5,medium,1756824503.0172567,Generated point 8585
point_008586,8586,category_6,low,1756824503.0172713,Generated point 8586
point_008587,8587,category_7,medium,1756824503.0172853,Generated point 8587
point_008588,8588,category_8,low,1756824503.0173001,Generated point 8588
point_008589,8589,category_9,high,1756824503.0173147,Generated point 8589
point_008590,8590,category_10,medium,1756824503.017329,Generated point 8590
point_008591,8591,category_11,medium,1756824503.0173433,Generated point 8591
point_008592,8592,category_12,high,1756824503.0173578,Generated point 8592
point_008593,8593,category_13,low,1756824503.0173864,Generated point 8593
point_008594,8594,category_14,high,1756824503.0174,Generated point 8594
point_008595,8595,category_15,medium,1756824503.0174153,Generated point 8595
point_008596,8596,category_16,low,1756824503.0174294,Generated point 8596
point_008597,8597,category_17,medium,1756824503.0174425,Generated point 8597
point_008598,8598,category_18,low,1756824503.0174563,Generated point 8598
point_008599,8599,category_19,medium,1756824503.0174701,Generated point 8599
point_008600,8600,category_0,high,1756824503.0174842,Generated point 8600
point_008601,8601,category_1,low,1756824503.0174983,Generated point 8601
point_008602,8602,category_2,high,1756824503.0175118,Generated point 8602
point_008603,8603,category_3,low,1756824503.017526,Generated point 8603
point_008604,8604,category_4,medium,1756824503.0175393,Generated point 8604
point_008605,8605,category_5,low,1756824503.0175533,Generated point 8605
point_008606,8606,category_6,high,1756824503.0175667,Generated point 8606
point_008607,8607,category_7,low,1756824503.0175822,Generated point 8607
point_008608,8608,category_8,low,1756824503.0175965,Generated point 8608
point_008609,8609,category_9,high,1756824503.0176105,Generated point 8609
point_008610,8610,category_10,medium,1756824503.0176244,Generated point 8610
point_008611,8611,category_11,low,1756824503.0176392,Generated point 8611
point_008612,8612,category_12,medium,1756824503.0176528,Generated point 8612
point_008613,8613,category_13,high,1756824503.0176663,Generated point 8613
point_008614,8614,category_14,medium,1756824503.01768,Generated point 8614
point_008615,8615,category_15,high,1756824503.0176935,Generated point 8615
point_008616,8616,category_16,low,1756824503.0177248,Generated point 8616
point_008617,8617,category_17,medium,1756824503.0177386,Generated point 8617
point_008618,8618,category_18,medium,1756824503.0177531,Generated point 8618
point_008619,8619,category_19,medium,1756824503.017767,Generated point 8619
point_008620,8620,category_0,medium,1756824503.0177813,Generated point 8620
point_008621,8621,category_1,low,1756824503.0177958,Generated point 8621
point_008622,8622,category_2,high,1756824503.0178099,Generated point 8622
point_008623,8623,category_3,medium,1756824503.0178258,Generated point 8623
point_008624,8624,category_4,high,1756824503.0178404,Generated point 8624
point_008625,8625,category_5,low,1756824503.0178547,Generated point 8625
point_008626,8626,category_6,low,1756824503.0178688,Generated point 8626
point_008627,8627,category_7,medium,1756824503.0178828,Generated point 8627
point_008628,8628,category_8,high,1756824503.0178974,Generated point 8628
point_008629,8629,category_9,high,1756824503.017912,Generated point 8629
point_008630,8630,category_10,medium,1756824503.0179262,Generated point 8630
point_008631,8631,category_11,medium,1756824503.017941,Generated point 8631
point_008632,8632,category_12,medium,1756824503.0179553,Generated point 8632
point_008633,8633,category_13,medium,1756824503.0179696,Generated point 8633
point_008634,8634,category_14,high,1756824503.017984,Generated point 8634
point_008635,8635,category_15,medium,1756824503.0179977,Generated point 8635
point_008636,8636,category_16,medium,1756824503.0180118,Generated point 8636
point_008637,8637,category_17,high,1756824503.0180266,Generated point 8637
point_008638,8638,category_18,high,1756824503.018041,Generated point 8638
point_008639,8639,category_19,high,1756824503.0181088,Generated point 8639
point_008640,8640,category_0,low,1756824503.0181284,Generated point 8640
point_008641,8641,category_1,low,1756824503.0181434,Generated point 8641
point_008642,8642,category_2,medium,1756824503.0181582,Generated point 8642
point_008643,8643,category_3,medium,1756824503.018173,Generated point 8643
point_008644,8644,category_4,low,1756824503.018187,Generated point 8644
point_008645,8645,category_5,medium,1756824503.018201,Generated point 8645
point_008646,8646,category_6,high,1756824503.0182228,Generated point 8646
point_008647,8647,category_7,medium,1756824503.0182376,Generated point 8647
point_008648,8648,category_8,high,1756824503.0182517,Generated point 8648
point_008649,8649,category_9,high,1756824503.018266,Generated point 8649
point_008650,8650,category_10,low,1756824503.0182803,Generated point 8650
point_008651,8651,category_11,high,1756824503.0182946,Generated point 8651
point_008652,8652,category_12,high,1756824503.018309,Generated point 8652
point_008653,8653,category_13,low,1756824503.0183232,Generated point 8653
point_008654,8654,category_14,high,1756824503.0183375,Generated point 8654
point_008655,8655,category_15,medium,1756824503.018352,Generated point 8655
point_008656,8656,category_16,high,1756824503.018366,Generated point 8656
point_008657,8657,category_17,high,1756824503.01838,Generated point 8657
point_008658,8658,category_18,medium,1756824503.0183945,Generated point 8658
point_008659,8659,category_19,medium,1756824503.0184088,Generated point 8659
point_008660,8660,category_0,medium,1756824503.0184233,Generated point 8660
point_008661,8661,category_1,high,1756824503.0184374,Generated point 8661
point_008662,8662,category_2,low,1756824503.0184517,Generated point 8662
point_008663,8663,category_3,medium,1756824503.018466,Generated point 8663
point_008664,8664,category_4,high,1756824503.0184803,Generated point 8664
point_008665,8665,category_5,high,1756824503.018495,Generated point 8665
point_008666,8666,category_6,medium,1756824503.0185094,Generated point 8666
point_008667,8667,category_7,low,1756824503.0185242,Generated point 8667
point_008668,8668,category_8,medium,1756824503.0185387,Generated point 8668
point_008669,8669,category_9,medium,1756824503.0185533,Generated point 8669
point_008670,8670,category_10,low,1756824503.0185676,Generated point 8670
point_008671,8671,category_11,high,1756824503.018582,Generated point 8671
point_008672,8672,category_12,medium,1756824503.0185966,Generated point 8672
point_008673,8673,category_13,medium,1756824503.0186112,Generated point 8673
point_008674,8674,category_14,medium,1756824503.0186255,Generated point 8674
point_008675,8675,category_15,medium,1756824503.0186403,Generated point 8675
point_008676,8676,category_16,high,1756824503.0186548,Generated point 8676
point_008677,8677,category_17,medium,1756824503.0186691,Generated point 8677
point_008678,8678,category_18,high,1756824503.0186834,Generated point 8678
point_008679,8679,category_19,low,1756824503.0186977,Generated point 8679
point_008680,8680,category_0,low,1756824503.018711,Generated point 8680
point_008681,8681,category_1,medium,1756824503.0187347,Generated point 8681
point_008682,8682,category_2,high,1756824503.0187473,Generated point 8682
point_008683,8683,category_3,medium,1756824503.01876,Generated point 8683
point_008684,8684,category_4,low,1756824503.0187728,Generated point 8684
point_008685,8685,category_5,high,1756824503.018786,Generated point 8685
point_008686,8686,category_6,low,1756824503.0187993,Generated point 8686
point_008687,8687,category_7,medium,1756824503.018813,Generated point 8687
point_008688,8688,category_8,high,1756824503.0188267,Generated point 8688
point_008689,8689,category_9,low,1756824503.0188408,Generated point 8689
point_008690,8690,category_10,medium,1756824503.0188725,Generated point 8690
point_008691,8691,category_11,high,1756824503.018902,Generated point 8691
point_008692,8692,category_12,high,1756824503.018916,Generated point 8692
point_008693,8693,category_13,low,1756824503.018929,Generated point 8693
point_008694,8694,category_14,medium,1756824503.0189412,Generated point 8694
point_008695,8695,category_15,medium,1756824503.0189528,Generated point 8695
point_008696,8696,category_16,medium,1756824503.0189695,Generated point 8696
point_008697,8697,category_17,high,1756824503.0190883,Generated point 8697
point_008698,8698,category_18,high,1756824503.0193574,Generated point 8698
point_008699,8699,category_19,low,1756824503.0193758,Generated point 8699
point_008700,8700,category_0,medium,1756824503.01939,Generated point 8700
point_008701,8701,category_1,medium,1756824503.0194032,Generated point 8701
point_008702,8702,category_2,high,1756824503.0194175,Generated point 8702
point_008703,8703,category_3,low,1756824503.0194325,Generated point 8703
point_008704,8704,category_4,medium,1756824503.0194488,Generated point 8704
point_008705,8705,category_5,low,1756824503.0194645,Generated point 8705
point_008706,8706,category_6,medium,1756824503.0194786,Generated point 8706
point_008707,8707,category_7,medium,1756824503.0194914,Generated point 8707
point_008708,8708,category_8,high,1756824503.0195067,Generated point 8708
point_008709,8709,category_9,medium,1756824503.019521,Generated point 8709
point_008710,8710,category_10,medium,1756824503.0195355,Generated point 8710
point_008711,8711,category_11,medium,1756824503.0195508,Generated point 8711
point_008712,8712,category_12,high,1756824503.0195646,Generated point 8712
point_008713,8713,category_13,high,1756824503.0195782,Generated point 8713
point_008714,8714,category_14,low,1756824503.019592,Generated point 8714
point_008715,8715,category_15,low,1756824503.0196054,Generated point 8715
point_008716,8716,category_16,high,1756824503.0196226,Generated point 8716
point_008717,8717,category_17,medium,1756824503.019637,Generated point 8717
point_008718,8718,category_18,medium,1756824503.0196507,Generated point 8718
point_008719,8719,category_19,low,1756824503.0196652,Generated point 8719
point_008720,8720,category_0,low,1756824503.0196798,Generated point 8720
point_008721,8721,category_1,low,1756824503.0196943,Generated point 8721
point_008722,8722,category_2,medium,1756824503.0197082,Generated point 8722
point_008723,8723,category_3,low,1756824503.020083,Generated point 8723
point_008724,8724,category_4,low,1756824503.0201135,Generated point 8724
point_008725,8725,category_5,high,1756824503.0201302,Generated point 8725
point_008726,8726,category_6,high,1756824503.0201454,Generated point 8726
point_008727,8727,category_7,medium,1756824503.0201602,Generated point 8727
point_008728,8728,category_8,low,1756824503.0201747,Generated point 8728
point_008729,8729,category_9,medium,1756824503.0201898,Generated point 8729
point_008730,8730,category_10,high,1756824503.0202043,Generated point 8730
point_008731,8731,category_11,low,1756824503.0202193,Generated point 8731
point_008732,8732,category_12,medium,1756824503.0202382,Generated point 8732
point_008733,8733,category_13,medium,1756824503.0202532,Generated point 8733
point_008734,8734,category_14,low,1756824503.020268,Generated point 8734
point_008735,8735,category_15,medium,1756824503.020283,Generated point 8735
point_008736,8736,category_16,high,1756824503.020297,Generated point 8736
point_008737,8737,category_17,medium,1756824503.0203123,Generated point 8737
point_008738,8738,category_18,low,1756824503.0203273,Generated point 8738
point_008739,8739,category_19,medium,1756824503.020342,Generated point 8739
point_008740,8740,category_0,low,1756824503.0203571,Generated point 8740
point_008741,8741,category_1,medium,1756824503.020372,Generated point 8741
point_008742,8742,category_2,high,1756824503.0203872,Generated point 8742
point_008743,8743,category_3,low,1756824503.0204015,Generated point 8743
point_008744,8744,category_4,low,1756824503.0204167,Generated point 8744
point_008745,8745,category_5,high,1756824503.0204313,Generated point 8745
point_008746,8746,category_6,high,1756824503.020446,Generated point 8746
point_008747,8747,category_7,medium,1756824503.0204608,Generated point 8747
point_008748,8748,category_8,low,1756824503.0205317,Generated point 8748
point_008749,8749,category_9,low,1756824503.0205517,Generated point 8749
point_008750,8750,category_10,low,1756824503.0205667,Generated point 8750
point_008751,8751,category_11,low,1756824503.020583,Generated point 8751
point_008752,8752,category_12,medium,1756824503.0205975,Generated point 8752
point_008753,8753,category_13,medium,1756824503.0206127,Generated point 8753
point_008754,8754,category_14,low,1756824503.0206282,Generated point 8754
point_008755,8755,category_15,high,1756824503.0206428,Generated point 8755
point_008756,8756,category_16,low,1756824503.0206585,Generated point 8756
point_008757,8757,category_17,high,1756824503.0206738,Generated point 8757
point_008758,8758,category_18,high,1756824503.020689,Generated point 8758
point_008759,8759,category_19,low,1756824503.020704,Generated point 8759
point_008760,8760,category_0,medium,1756824503.0207193,Generated point 8760
point_008761,8761,category_1,medium,1756824503.0207338,Generated point 8761
point_008762,8762,category_2,high,1756824503.0207484,Generated point 8762
point_008763,8763,category_3,medium,1756824503.0207632,Generated point 8763
point_008764,8764,category_4,low,1756824503.020785,Generated point 8764
point_008765,8765,category_5,high,1756824503.0207996,Generated point 8765
point_008766,8766,category_6,low,1756824503.020815,Generated point 8766
point_008767,8767,category_7,medium,1756824503.0208344,Generated point 8767
point_008768,8768,category_8,high,1756824503.0208495,Generated point 8768
point_008769,8769,category_9,medium,1756824503.0208807,Generated point 8769
point_008770,8770,category_10,low,1756824503.0209026,Generated point 8770
point_008771,8771,category_11,low,1756824503.0209172,Generated point 8771
point_008772,8772,category_12,low,1756824503.0209315,Generated point 8772
point_008773,8773,category_13,medium,1756824503.0209506,Generated point 8773
point_008774,8774,category_14,high,1756824503.020965,Generated point 8774
point_008775,8775,category_15,low,1756824503.0209796,Generated point 8775
point_008776,8776,category_16,high,1756824503.0209925,Generated point 8776
point_008777,8777,category_17,medium,1756824503.021007,Generated point 8777
point_008778,8778,category_18,high,1756824503.0210268,Generated point 8778
point_008779,8779,category_19,low,1756824503.021041,Generated point 8779
point_008780,8780,category_0,low,1756824503.0210547,Generated point 8780
point_008781,8781,category_1,low,1756824503.0210695,Generated point 8781
point_008782,8782,category_2,high,1756824503.0211856,Generated point 8782
point_008783,8783,category_3,medium,1756824503.0212076,Generated point 8783
point_008784,8784,category_4,high,1756824503.0212219,Generated point 8784
point_008785,8785,category_5,high,1756824503.0212362,Generated point 8785
point_008786,8786,category_6,medium,1756824503.0212505,Generated point 8786
point_008787,8787,category_7,low,1756824503.0212684,Generated point 8787
point_008788,8788,category_8,medium,1756824503.0212822,Generated point 8788
point_008789,8789,category_9,low,1756824503.0213244,Generated point 8789
point_008790,8790,category_10,low,1756824503.021339,Generated point 8790
point_008791,8791,category_11,medium,1756824503.0213525,Generated point 8791
point_008792,8792,category_12,high,1756824503.0213678,Generated point 8792
point_008793,8793,category_13,medium,1756824503.0213828,Generated point 8793
point_008794,8794,category_14,high,1756824503.0214133,Generated point 8794
point_008795,8795,category_15,low,1756824503.0214276,Generated point 8795
point_008796,8796,category_16,high,1756824503.0214415,Generated point 8796
point_008797,8797,category_17,high,1756824503.0214562,Generated point 8797
point_008798,8798,category_18,medium,1756824503.021471,Generated point 8798
point_008799,8799,category_19,medium,1756824503.0214858,Generated point 8799
point_008800,8800,category_0,medium,1756824503.0215273,Generated point 8800
point_008801,8801,category_1,medium,1756824503.021542,Generated point 8801
point_008802,8802,category_2,medium,1756824503.0215573,Generated point 8802
point_008803,8803,category_3,low,1756824503.0215726,Generated point 8803
point_008804,8804,category_4,medium,1756824503.0215874,Generated point 8804
point_008805,8805,category_5,medium,1756824503.0216,Generated point 8805
point_008806,8806,category_6,medium,1756824503.021613,Generated point 8806
point_008807,8807,category_7,high,1756824503.0216272,Generated point 8807
point_008808,8808,category_8,low,1756824503.0216415,Generated point 8808
point_008809,8809,category_9,low,1756824503.0216558,Generated point 8809
point_008810,8810,category_10,high,1756824503.0216696,Generated point 8810
point_008811,8811,category_11,high,1756824503.0216844,Generated point 8811
point_008812,8812,category_12,high,1756824503.0216994,Generated point 8812
point_008813,8813,category_13,high,1756824503.0217156,Generated point 8813
point_008814,8814,category_14,low,1756824503.0217304,Generated point 8814
point_008815,8815,category_15,high,1756824503.021745,Generated point 8815
point_008816,8816,category_16,low,1756824503.02176,Generated point 8816
point_008817,8817,category_17,high,1756824503.021774,Generated point 8817
point_008818,8818,category_18,medium,1756824503.0217884,Generated point 8818
point_008819,8819,category_19,high,1756824503.021803,Generated point 8819
point_008820,8820,category_0,medium,1756824503.0218177,Generated point 8820
point_008821,8821,category_1,high,1756824503.0218308,Generated point 8821
point_008822,8822,category_2,high,1756824503.021844,Generated point 8822
point_008823,8823,category_3,low,1756824503.0218582,Generated point 8823
point_008824,8824,category_4,low,1756824503.021873,Generated point 8824
point_008825,8825,category_5,high,1756824503.0218894,Generated point 8825
point_008826,8826,category_6,medium,1756824503.0219047,Generated point 8826
point_008827,8827,category_7,low,1756824503.021919,Generated point 8827
point_008828,8828,category_8,high,1756824503.0219338,Generated point 8828
point_008829,8829,category_9,low,1756824503.0219483,Generated point 8829
point_008830,8830,category_10,high,1756824503.021964,Generated point 8830
point_008831,8831,category_11,medium,1756824503.0219789,Generated point 8831
point_008832,8832,category_12,high,1756824503.0219936,Generated point 8832
point_008833,8833,category_13,high,1756824503.022009,Generated point 8833
point_008834,8834,category_14,high,1756824503.022024,Generated point 8834
point_008835,8835,category_15,low,1756824503.0220382,Generated point 8835
point_008836,8836,category_16,high,1756824503.0220528,Generated point 8836
point_008837,8837,category_17,low,1756824503.0220668,Generated point 8837
point_008838,8838,category_18,high,1756824503.022479,Generated point 8838
point_008839,8839,category_19,high,1756824503.0225503,Generated point 8839
point_008840,8840,category_0,medium,1756824503.0225744,Generated point 8840
point_008841,8841,category_1,medium,1756824503.0225933,Generated point 8841
point_008842,8842,category_2,high,1756824503.0226083,Generated point 8842
point_008843,8843,category_3,high,1756824503.0226233,Generated point 8843
point_008844,8844,category_4,low,1756824503.0226395,Generated point 8844
point_008845,8845,category_5,low,1756824503.0226548,Generated point 8845
point_008846,8846,category_6,medium,1756824503.0226693,Generated point 8846
point_008847,8847,category_7,low,1756824503.0226843,Generated point 8847
point_008848,8848,category_8,low,1756824503.022802,Generated point 8848
point_008849,8849,category_9,low,1756824503.0228279,Generated point 8849
point_008850,8850,category_10,high,1756824503.0228455,Generated point 8850
point_008851,8851,category_11,low,1756824503.022861,Generated point 8851
point_008852,8852,category_12,low,1756824503.0228841,Generated point 8852
point_008853,8853,category_13,low,1756824503.0228987,Generated point 8853
point_008854,8854,category_14,low,1756824503.022913,Generated point 8854
point_008855,8855,category_15,high,1756824503.0229335,Generated point 8855
point_008856,8856,category_16,medium,1756824503.0229475,Generated point 8856
